# ZZ,NN,Existence
42,95,unbound
42,96,bound
42,97,unbound
42,98,bound
42,99,unbound
42,100,unbound
42,101,unbound
42,102,unbound
42,103,unbound
42,104,unbound
42,105,unbound
42,106,unbound
42,107,unbound
42,108,unbound
42,109,unbound
42,110,unbound
42,111,unbound
42,112,unbound
42,113,unbound
42,114,unbound
43,35,unbound
43,36,bound
43,37,bound
43,38,bound
43,39,bound
43,40,bound
43,41,bound
43,42,bound
43,43,bound
43,44,bound
43,45,bound
43,46,bound
43,47,bound
43,48,bound
43,49,bound
43,50,bound
43,51,bound
43,52,bound
43,53,bound
43,54,bound
43,55,bound
43,56,bound
43,57,bound
43,58,bound
43,59,bound
43,60,bound
43,61,bound
43,62,bound
43,63,bound
43,64,bound
43,65,bound
43,66,bound
43,67,bound
43,68,bound
43,69,bound
43,70,bound
43,71,bound
43,72,bound
43,73,bound
43,74,bound
43,75,bound
43,76,bound
43,77,bound
43,78,bound
43,79,bound
43,80,bound
43,81,bound
43,82,bound
43,83,bound
43,84,bound
43,85,bound
43,86,bound
43,87,bound
43,88,bound
43,89,bound
43,90,bound
43,91,unbound
43,92,bound
43,93,unbound
43,94,bound
43,95,unbound
43,96,bound
43,97,unbound
43,98,bound
43,99,unbound
43,100,bound
43,101,unbound
43,102,unbound
43,103,unbound
43,104,unbound
43,105,unbound
43,106,unbound
43,107,unbound
43,108,unbound
43,109,unbound
43,110,unbound
43,111,unbound
43,112,unbound
43,113,unbound
43,114,unbound
43,115,unbound
43,116,unbound
43,117,unbound
44,36,unbound
44,37,bound
44,38,bound
44,39,bound
44,40,bound
44,41,bound
44,42,bound
44,43,bound
44,44,bound
44,45,bound
44,46,bound
44,47,bound
44,48,bound
44,49,bound
44,50,bound
44,51,bound
44,52,bound
44,53,bound
44,54,bound
44,55,bound
44,56,bound
44,57,bound
44,58,bound
44,59,bound
44,60,bound
44,61,bound
44,62,bound
44,63,bound
44,64,bound
44,65,bound
44,66,bound
44,67,bound
44,68,bound
44,69,bound
44,70,bound
44,71,bound
44,72,bound
44,73,bound
44,74,bound
44,75,bound
44,76,bound
44,77,bound
44,78,bound
44,79,bound
44,80,bound
44,81,bound
44,82,bound
44,83,bound
44,84,bound
44,85,bound
44,86,bound
44,87,bound
44,88,bound
44,89,bound
44,90,bound
44,91,bound
44,92,bound
44,93,unbound
44,94,bound
44,95,unbound
44,96,bound
44,97,unbound
44,98,bound
44,99,unbound
44,100,bound
44,101,unbound
44,102,bound
44,103,unbound
44,104,unbound
44,105,unbound
44,106,unbound
44,107,unbound
44,108,unbound
44,109,unbound
44,110,unbound
44,111,unbound
44,112,unbound
44,113,unbound
44,114,unbound
44,115,unbound
44,116,unbound
44,117,unbound
44,118,unbound
44,119,unbound
45,37,unbound
45,38,bound
45,39,bound
45,40,bound
45,41,bound
45,42,bound
45,43,bound
45,44,bound
45,45,bound
45,46,bound
45,47,bound
45,48,bound
45,49,bound
45,50,bound
45,51,bound
45,52,bound
45,53,bound
45,54,bound
45,55,bound
45,56,bound
45,57,bound
45,58,bound
45,59,bound
45,60,bound
45,61,bound
45,62,bound
45,63,bound
45,64,bound
45,65,bound
45,66,bound
45,67,bound
45,68,bound
45,69,bound
45,70,bound
45,71,bound
45,72,bound
45,73,bound
45,74,bound
45,75,bound
45,76,bound
45,77,bound
45,78,bound
45,79,bound
45,80,bound
45,81,bound
45,82,bound
45,83,bound
45,84,bound
45,85,bound
45,86,bound
45,87,bound
45,88,bound
45,89,bound
45,90,bound
45,91,bound
45,92,bound
45,93,bound
45,94,bound
45,95,bound
45,96,bound
45,97,bound
45,98,bound
45,99,unbound
45,100,bound
45,101,unbound
45,102,bound
45,103,unbound
45,104,bound
45,105,unbound
45,106,unbound
45,107,unbound
45,108,unbound
45,109,unbound
45,110,unbound
45,111,unbound
45,112,unbound
45,113,unbound
45,114,unbound
45,115,unbound
45,116,unbound
45,117,unbound
45,118,unbound
45,119,unbound
45,120,unbound
45,121,unbound
45,122,unbound
46,38,unbound
46,39,bound
46,40,bound
46,41,bound
46,42,bound
46,43,bound
46,44,bound
46,45,bound
46,46,bound
46,47,bound
46,48,bound
46,49,bound
46,50,bound
46,51,bound
46,52,bound
46,53,bound
46,54,bound
46,55,bound
46,56,bound
46,57,bound
46,58,bound
46,59,bound
46,60,bound
46,61,bound
46,62,bound
46,63,bound
46,64,bound
46,65,bound
46,66,bound
46,67,bound
46,68,bound
46,69,bound
46,70,bound
46,71,bound
46,72,bound
46,73,bound
46,74,bound
46,75,bound
46,76,bound
46,77,bound
46,78,bound
46,79,bound
46,80,bound
46,81,bound
46,82,bound
46,83,bound
46,84,bound
46,85,bound
46,86,bound
46,87,bound
46,88,bound
46,89,bound
46,90,bound
46,91,bound
46,92,bound
46,93,bound
46,94,bound
46,95,bound
46,96,bound
46,97,bound
46,98,bound
46,99,bound
46,100,bound
46,101,unbound
46,102,bound
46,103,unbound
46,104,bound
46,105,unbound
46,106,bound
46,107,unbound
46,108,unbound
46,109,unbound
46,110,unbound
46,111,unbound
46,112,unbound
46,113,unbound
46,114,unbound
46,115,unbound
46,116,unbound
46,117,unbound
46,118,unbound
46,119,unbound
46,120,unbound
46,121,unbound
46,122,unbound
46,123,unbound
46,124,unbound
47,39,unbound
47,40,bound
47,41,bound
47,42,bound
47,43,bound
47,44,bound
47,45,bound
47,46,bound
47,47,bound
47,48,bound
47,49,bound
47,50,bound
47,51,bound
47,52,bound
47,53,bound
47,54,bound
47,55,bound
47,56,bound
47,57,bound
47,58,bound
47,59,bound
47,60,bound
47,61,bound
47,62,bound
47,63,bound
47,64,bound
47,65,bound
47,66,bound
47,67,bound
47,68,bound
47,69,bound
47,70,bound
47,71,bound
47,72,bound
47,73,bound
47,74,bound
47,75,bound
47,76,bound
47,77,bound
47,78,bound
47,79,bound
47,80,bound
47,81,bound
47,82,bound
47,83,bound
47,84,bound
47,85,bound
47,86,bound
47,87,bound
47,88,bound
47,89,bound
47,90,bound
47,91,bound
47,92,bound
47,93,bound
47,94,bound
47,95,bound
47,96,bound
47,97,bound
47,98,bound
47,99,bound
47,100,bound
47,101,bound
47,102,bound
47,103,unbound
47,104,bound
47,105,unbound
47,106,bound
47,107,unbound
47,108,bound
47,109,unbound
47,110,unbound
47,111,unbound
47,112,unbound
47,113,unbound
47,114,unbound
47,115,unbound
47,116,unbound
47,117,unbound
47,118,unbound
47,119,unbound
47,120,unbound
47,121,unbound
47,122,unbound
47,123,unbound
47,124,unbound
47,125,unbound
47,126,unbound
47,127,unbound
48,41,unbound
48,42,bound
48,43,bound
48,44,bound
48,45,bound
48,46,bound
48,47,bound
48,48,bound
48,49,bound
48,50,bound
48,51,bound
48,52,bound
48,53,bound
48,54,bound
48,55,bound
48,56,bound
48,57,bound
48,58,bound
48,59,bound
48,60,bound
48,61,bound
48,62,bound
48,63,bound
48,64,bound
48,65,bound
48,66,bound
48,67,bound
48,68,bound
48,69,bound
48,70,bound
48,71,bound
48,72,bound
48,73,bound
48,74,bound
48,75,bound
48,76,bound
48,77,bound
48,78,bound
48,79,bound
48,80,bound
48,81,bound
48,82,bound
48,83,bound
48,84,bound
48,85,bound
48,86,bound
48,87,bound
48,88,bound
48,89,bound
48,90,bound
48,91,bound
48,92,bound
48,93,bound
48,94,bound
48,95,bound
48,96,bound
48,97,bound
48,98,bound
48,99,bound
48,100,bound
48,101,bound
48,102,bound
48,103,bound
48,104,bound
48,105,unbound
48,106,bound
48,107,unbound
48,108,bound
48,109,unbound
48,110,bound
48,111,unbound
48,112,bound
48,113,unbound
48,114,unbound
48,115,unbound
48,116,bound
48,117,unbound
48,118,unbound
48,119,unbound
48,120,unbound
48,121,unbound
48,122,unbound
48,123,unbound
48,124,unbound
48,125,unbound
48,126,unbound
48,127,unbound
49,42,unbound
49,43,bound
49,44,bound
49,45,bound
49,46,bound
49,47,bound
49,48,bound
49,49,bound
49,50,bound
49,51,bound
49,52,bound
49,53,bound
49,54,bound
49,55,bound
49,56,bound
49,57,bound
49,58,bound
49,59,bound
49,60,bound
49,61,bound
49,62,bound
49,63,bound
49,64,bound
49,65,bound
49,66,bound
49,67,bound
49,68,bound
49,69,bound
49,70,bound
49,71,bound
49,72,bound
49,73,bound
49,74,bound
49,75,bound
49,76,bound
49,77,bound
49,78,bound
49,79,bound
49,80,bound
49,81,bound
49,82,bound
49,83,bound
49,84,bound
49,85,bound
49,86,bound
49,87,bound
49,88,bound
49,89,bound
49,90,bound
49,91,bound
49,92,bound
49,93,bound
49,94,bound
49,95,bound
49,96,bound
49,97,bound
49,98,bound
49,99,bound
49,100,bound
49,101,bound
49,102,bound
49,103,bound
49,104,bound
49,105,bound
49,106,bound
49,107,bound
49,108,bound
49,109,unbound
49,110,bound
49,111,unbound
49,112,bound
49,113,unbound
49,114,bound
49,115,unbound
49,116,bound
49,117,unbound
49,118,bound
49,119,unbound
49,120,bound
49,121,unbound
49,122,unbound
49,123,unbound
49,124,unbound
49,125,unbound
49,126,unbound
49,127,unbound
50,43,unbound
50,44,bound
50,45,bound
50,46,bound
50,47,bound
50,48,bound
50,49,bound
50,50,bound
50,51,bound
50,52,bound
50,53,bound
50,54,bound
50,55,bound
50,56,bound
50,57,bound
50,58,bound
50,59,bound
50,60,bound
50,61,bound
50,62,bound
50,63,bound
50,64,bound
50,65,bound
50,66,bound
50,67,bound
50,68,bound
50,69,bound
50,70,bound
50,71,bound
50,72,bound
50,73,bound
50,74,bound
50,75,bound
50,76,bound
50,77,bound
50,78,bound
50,79,bound
50,80,bound
50,81,bound
50,82,bound
50,83,bound
50,84,bound
50,85,bound
50,86,bound
50,87,bound
50,88,bound
50,89,bound
50,90,bound
50,91,bound
50,92,bound
50,93,bound
50,94,bound
50,95,bound
50,96,bound
50,97,bound
50,98,bound
50,99,bound
50,100,bound
50,101,bound
50,102,bound
50,103,bound
50,104,bound
50,105,bound
50,106,bound
50,107,bound
50,108,bound
50,109,unbound
50,110,bound
50,111,unbound
50,112,bound
50,113,unbound
50,114,bound
50,115,unbound
50,116,bound
50,117,unbound
50,118,bound
50,119,unbound
50,120,bound
50,121,unbound
50,122,bound
50,123,unbound
50,124,unbound
50,125,unbound
50,126,unbound
50,127,unbound
50,128,unbound
51,44,unbound
51,45,bound
51,46,bound
51,47,bound
51,48,bound
51,49,bound
51,50,bound
51,51,bound
51,52,bound
51,53,bound
51,54,bound
51,55,bound
51,56,bound
51,57,bound
51,58,bound
51,59,bound
51,60,bound
51,61,bound
51,62,bound
51,63,bound
51,64,bound
51,65,bound
51,66,bound
51,67,bound
51,68,bound
51,69,bound
51,70,bound
51,71,bound
51,72,bound
51,73,bound
51,74,bound
51,75,bound
51,76,bound
51,77,bound
51,78,bound
51,79,bound
51,80,bound
51,81,bound
51,82,bound
51,83,bound
51,84,bound
51,85,bound
51,86,bound
51,87,bound
51,88,bound
51,89,bound
51,90,bound
51,91,bound
51,92,bound
51,93,bound
51,94,bound
51,95,bound
51,96,bound
51,97,bound
51,98,bound
51,99,bound
51,100,bound
51,101,bound
51,102,bound
51,103,bound
51,104,bound
51,105,bound
51,106,bound
51,107,bound
51,108,bound
51,109,bound
51,110,bound
51,111,bound
51,112,bound
51,113,unbound
51,114,bound
51,115,bound
51,116,bound
51,117,bound
51,118,bound
51,119,bound
51,120,bound
51,121,bound
51,122,bound
51,123,unbound
51,124,bound
51,125,unbound
51,126,unbound
51,127,unbound
51,128,unbound
52,48,unbound
52,49,bound
52,50,bound
52,51,bound
52,52,bound
52,53,bound
52,54,bound
52,55,bound
52,56,bound
52,57,bound
52,58,bound
52,59,bound
52,60,bound
52,61,bound
52,62,bound
52,63,bound
52,64,bound
52,65,bound
52,66,bound
52,67,bound
52,68,bound
52,69,bound
52,70,bound
52,71,bound
52,72,bound
52,73,bound
52,74,bound
52,75,bound
52,76,bound
52,77,bound
52,78,bound
52,79,bound
52,80,bound
52,81,bound
52,82,bound
52,83,bound
52,84,bound
52,85,bound
52,86,bound
52,87,bound
52,88,bound
52,89,bound
52,90,bound
52,91,bound
52,92,bound
52,93,bound
52,94,bound
52,95,bound
52,96,bound
52,97,bound
52,98,bound
52,99,bound
52,100,bound
52,101,bound
52,102,bound
52,103,bound
52,104,bound
52,105,bound
52,106,bound
52,107,bound
52,108,bound
52,109,bound
52,110,bound
52,111,bound
52,112,bound
52,113,bound
52,114,bound
52,115,bound
52,116,bound
52,117,bound
52,118,bound
52,119,bound
52,120,bound
52,121,bound
52,122,bound
52,123,unbound
52,124,bound
52,125,unbound
52,126,bound
52,127,unbound
52,128,unbound
52,129,unbound
52,130,unbound
52,131,unbound
52,132,unbound
52,133,unbound
52,136,unbound
52,137,unbound
52,138,unbound
52,139,unbound
53,48,unbound
53,49,bound
53,50,bound
53,51,bound
53,52,bound
53,53,bound
53,54,bound
53,55,bound
53,56,bound
53,57,bound
53,58,bound
53,59,bound
53,60,bound
53,61,bound
53,62,bound
53,63,bound
53,64,bound
53,65,bound
53,66,bound
53,67,bound
53,68,bound
53,69,bound
53,70,bound
53,71,bound
53,72,bound
53,73,bound
53,74,bound
53,75,bound
53,76,bound
53,77,bound
53,78,bound
53,79,bound
53,80,bound
53,81,bound
53,82,bound
53,83,bound
53,84,bound
53,85,bound
53,86,bound
53,87,bound
53,88,bound
53,89,bound
53,90,bound
53,91,bound
53,92,bound
53,93,bound
53,94,bound
53,95,bound
53,96,bound
53,97,bound
53,98,bound
53,99,bound
53,100,bound
53,101,bound
53,102,bound
53,103,bound
53,104,bound
53,105,bound
53,106,bound
53,107,bound
53,108,bound
53,109,bound
53,110,bound
53,111,bound
53,112,bound
53,113,bound
53,114,bound
53,115,bound
53,116,bound
53,117,bound
53,118,bound
53,119,bound
53,120,bound
53,121,bound
53,122,bound
53,123,unbound
53,124,bound
53,125,unbound
53,126,bound
53,127,unbound
53,128,unbound
53,129,unbound
53,130,unbound
53,131,unbound
53,132,unbound
53,133,unbound
53,134,unbound
53,135,unbound
53,136,unbound
53,137,unbound
53,138,unbound
53,139,unbound
54,50,unbound
54,51,bound
54,52,bound
54,53,bound
54,54,bound
54,55,bound
54,56,bound
54,57,bound
54,58,bound
54,59,bound
54,60,bound
54,61,bound
54,62,bound
54,63,bound
54,64,bound
54,65,bound
54,66,bound
54,67,bound
54,68,bound
54,69,bound
54,70,bound
54,71,bound
54,72,bound
54,73,bound
54,74,bound
54,75,bound
54,76,bound
54,77,bound
54,78,bound
54,79,bound
54,80,bound
54,81,bound
54,82,bound
54,83,bound
54,84,bound
54,85,bound
54,86,bound
54,87,bound
54,88,bound
54,89,bound
54,90,bound
54,91,bound
54,92,bound
54,93,bound
54,94,bound
54,95,bound
54,96,bound
54,97,bound
54,98,bound
54,99,bound
54,100,bound
54,101,bound
54,102,bound
54,103,bound
54,104,bound
54,105,bound
54,106,bound
54,107,bound
54,108,bound
54,109,bound
54,110,bound
54,111,bound
54,112,bound
54,113,bound
54,114,bound
54,115,bound
54,116,bound
54,117,bound
54,118,bound
54,119,bound
54,120,bound
54,121,bound
54,122,bound
54,123,unbound
54,124,bound
54,125,unbound
54,126,bound
54,127,unbound
54,128,unbound
54,129,unbound
54,130,unbound
54,131,unbound
54,132,unbound
54,133,unbound
54,134,unbound
54,135,unbound
54,136,unbound
54,137,unbound
54,138,unbound
54,139,unbound
54,140,unbound
54,141,unbound
54,142,unbound
54,143,unbound
54,144,unbound
55,50,unbound
55,51,bound
55,52,bound
55,53,bound
55,54,bound
55,55,bound
55,56,bound
55,57,bound
55,58,bound
55,59,bound
55,60,bound
55,61,bound
55,62,bound
55,63,bound
55,64,bound
55,65,bound
55,66,bound
55,67,bound
55,68,bound
55,69,bound
55,70,bound
55,71,bound
55,72,bound
55,73,bound
55,74,bound
55,75,bound
55,76,bound
55,77,bound
55,78,bound
55,79,bound
55,80,bound
55,81,bound
55,82,bound
55,83,bound
55,84,bound
55,85,bound
55,86,bound
55,87,bound
55,88,bound
55,89,bound
55,90,bound
55,91,bound
55,92,bound
55,93,bound
55,94,bound
55,95,bound
55,96,bound
55,97,bound
55,98,bound
55,99,bound
55,100,bound
55,101,bound
55,102,bound
55,103,bound
55,104,bound
55,105,bound
55,106,bound
55,107,bound
55,108,bound
55,109,bound
55,110,bound
55,111,bound
55,112,bound
55,113,bound
55,114,bound
55,115,bound
55,116,bound
55,117,bound
55,118,bound
55,119,bound
55,120,bound
55,121,bound
55,122,bound
55,123,bound
55,124,bound
55,125,bound
55,126,bound
55,127,unbound
55,128,unbound
55,129,unbound
55,130,unbound
55,131,unbound
55,132,unbound
55,133,unbound
55,134,unbound
55,135,unbound
55,136,unbound
55,137,unbound
55,138,unbound
55,139,unbound
55,140,unbound
55,141,unbound
55,142,unbound
55,143,unbound
55,144,unbound
55,145,unbound
55,146,unbound
56,52,unbound
56,53,bound
56,54,bound
56,55,bound
56,56,bound
56,57,bound
56,58,bound
56,59,bound
56,60,bound
56,61,bound
56,62,bound
56,63,bound
56,64,bound
56,65,bound
56,66,bound
56,67,bound
56,68,bound
56,69,bound
56,70,bound
56,71,bound
56,72,bound
56,73,bound
56,74,bound
56,75,bound
56,76,bound
56,77,bound
56,78,bound
56,79,bound
56,80,bound
56,81,bound
56,82,bound
56,83,bound
56,84,bound
56,85,bound
56,86,bound
56,87,bound
56,88,bound
56,89,bound
56,90,bound
56,91,bound
56,92,bound
56,93,bound
56,94,bound
56,95,bound
56,96,bound
56,97,bound
56,98,bound
56,99,bound
56,100,bound
56,101,bound
56,102,bound
56,103,bound
56,104,bound
56,105,bound
56,106,bound
56,107,bound
56,108,bound
56,109,bound
56,110,bound
56,111,bound
56,112,bound
56,113,bound
56,114,bound
56,115,bound
56,116,bound
56,117,bound
56,118,bound
56,119,bound
56,120,bound
56,121,bound
56,122,bound
56,123,bound
56,124,bound
56,125,bound
56,126,bound
56,127,unbound
56,128,unbound
56,129,unbound
56,130,unbound
56,131,unbound
56,132,unbound
56,133,unbound
56,134,unbound
56,135,unbound
56,136,unbound
56,137,unbound
56,138,unbound
56,139,unbound
56,140,unbound
56,141,unbound
56,142,unbound
56,143,unbound
56,144,unbound
56,145,unbound
56,146,unbound
56,147,unbound
56,148,unbound
56,149,unbound
57,52,unbound
57,53,bound
57,54,bound
57,55,bound
57,56,bound
57,57,bound
57,58,bound
57,59,bound
57,60,bound
57,61,bound
57,62,bound
57,63,bound
57,64,bound
57,65,bound
57,66,bound
57,67,bound
57,68,bound
57,69,bound
57,70,bound
57,71,bound
57,72,bound
57,73,bound
57,74,bound
57,75,bound
57,76,bound
57,77,bound
57,78,bound
57,79,bound
57,80,bound
57,81,bound
57,82,bound
57,83,bound
57,84,bound
57,85,bound
57,86,bound
57,87,bound
57,88,bound
57,89,bound
57,90,bound
57,91,bound
57,92,bound
57,93,bound
57,94,bound
57,95,bound
57,96,bound
57,97,bound
57,98,bound
57,99,bound
57,100,bound
57,101,bound
57,102,bound
57,103,bound
57,104,bound
57,105,bound
57,106,bound
57,107,bound
57,108,bound
57,109,bound
57,110,bound
57,111,bound
57,112,bound
57,113,bound
57,114,bound
57,115,bound
57,116,bound
57,117,bound
57,118,bound
57,119,bound
57,120,bound
57,121,bound
57,122,bound
57,123,bound
57,124,bound
57,125,bound
57,126,bound
57,127,bound
57,128,unbound
57,129,unbound
57,130,unbound
57,131,unbound
57,132,unbound
57,133,unbound
57,134,unbound
57,135,unbound
57,136,unbound
57,137,unbound
57,138,unbound
57,139,unbound
57,140,unbound
57,141,unbound
57,142,unbound
57,143,unbound
57,144,unbound
57,145,unbound
57,146,unbound
57,147,unbound
57,148,unbound
57,149,unbound
57,150,unbound
57,151,unbound
58,54,unbound
58,55,bound
58,56,bound
58,57,bound
58,58,bound
58,59,bound
58,60,bound
58,61,bound
58,62,bound
58,63,bound
58,64,bound
58,65,bound
58,66,bound
58,67,bound
58,68,bound
58,69,bound
58,70,bound
58,71,bound
58,72,bound
58,73,bound
58,74,bound
58,75,bound
58,76,bound
58,77,bound
58,78,bound
58,79,bound
58,80,bound
58,81,bound
58,82,bound
58,83,bound
58,84,bound
58,85,bound
58,86,bound
58,87,bound
58,88,bound
58,89,bound
58,90,bound
58,91,bound
58,92,bound
58,93,bound
58,94,bound
58,95,bound
58,96,bound
58,97,bound
58,98,bound
58,99,bound
58,100,bound
58,101,bound
58,102,bound
58,103,bound
58,104,bound
58,105,bound
58,106,bound
58,107,bound
58,108,bound
58,109,bound
58,110,bound
58,111,bound
58,112,bound
58,113,bound
58,114,bound
58,115,bound
58,116,bound
58,117,bound
58,118,bound
58,119,bound
58,120,bound
58,121,bound
58,122,bound
58,123,bound
58,124,bound
58,125,bound
58,126,bound
58,127,unbound
58,128,unbound
58,129,unbound
58,130,unbound
58,131,unbound
58,132,unbound
58,133,unbound
58,134,unbound
58,135,unbound
58,136,unbound
58,137,unbound
58,138,unbound
58,139,unbound
58,140,unbound
58,141,unbound
58,142,unbound
58,143,unbound
58,144,unbound
58,145,unbound
58,146,unbound
58,147,unbound
58,148,unbound
58,149,unbound
58,150,unbound
58,151,unbound
58,152,unbound
58,153,unbound
58,154,unbound
59,55,unbound
59,56,bound
59,57,bound
59,58,bound
59,59,bound
59,60,bound
59,61,bound
59,62,bound
59,63,bound
59,64,bound
59,65,bound
59,66,bound
59,67,bound
59,68,bound
59,69,bound
59,70,bound
59,71,bound
59,72,bound
59,73,bound
59,74,bound
59,75,bound
59,76,bound
59,77,bound
59,78,bound
59,79,bound
59,80,bound
59,81,bound
59,82,bound
59,83,bound
59,84,bound
59,85,bound
59,86,bound
59,87,bound
59,88,bound
59,89,bound
59,90,bound
59,91,bound
59,92,bound
59,93,bound
59,94,bound
59,95,bound
59,96,bound
59,97,bound
59,98,bound
59,99,bound
59,100,bound
59,101,bound
59,102,bound
59,103,bound
59,104,bound
59,105,bound
59,106,bound
59,107,bound
59,108,bound
59,109,bound
59,110,bound
59,111,bound
59,112,bound
59,113,bound
59,114,bound
59,115,bound
59,116,bound
59,117,bound
59,118,bound
59,119,bound
59,120,bound
59,121,bound
59,122,bound
59,123,bound
59,124,bound
59,125,bound
59,126,bound
59,127,unbound
59,128,unbound
59,129,unbound
59,130,unbound
59,131,unbound
59,132,unbound
59,133,unbound
59,134,unbound
59,135,unbound
59,136,unbound
59,137,unbound
59,138,unbound
59,139,unbound
59,140,unbound
59,141,unbound
59,142,unbound
59,143,unbound
59,144,unbound
59,145,unbound
59,146,unbound
59,147,unbound
59,148,unbound
59,149,unbound
59,150,unbound
59,151,unbound
59,152,unbound
59,153,unbound
59,154,unbound
59,155,unbound
59,156,unbound
60,56,unbound
60,57,bound
60,58,bound
60,59,bound
60,60,bound
60,61,bound
60,62,bound
60,63,bound
60,64,bound
60,65,bound
60,66,bound
60,67,bound
60,68,bound
60,69,bound
60,70,bound
60,71,bound
60,72,bound
60,73,bound
60,74,bound
60,75,bound
60,76,bound
60,77,bound
60,78,bound
60,79,bound
60,80,bound
60,81,bound
60,82,bound
60,83,bound
60,84,bound
60,85,bound
60,86,bound
60,87,bound
60,88,bound
60,89,bound
60,90,bound
60,91,bound
60,92,bound
60,93,bound
60,94,bound
60,95,bound
60,96,bound
60,97,bound
60,98,bound
60,99,bound
60,100,bound
60,101,bound
60,102,bound
60,103,bound
60,104,bound
60,105,bound
60,106,bound
60,107,bound
60,108,bound
60,109,bound
60,110,bound
60,111,bound
60,112,bound
60,113,bound
60,114,bound
60,115,bound
60,116,bound
60,117,bound
60,118,bound
60,119,bound
60,120,bound
60,121,bound
60,122,bound
60,123,bound
60,124,bound
60,125,bound
60,126,bound
60,127,unbound
60,128,bound
60,129,unbound
60,130,unbound
60,131,unbound
60,132,unbound
60,133,unbound
60,134,unbound
60,135,unbound
60,136,bound
60,137,unbound
60,138,unbound
60,139,unbound
60,140,unbound
60,141,unbound
60,142,unbound
60,143,unbound
60,144,unbound
60,145,unbound
60,146,unbound
60,147,unbound
60,148,unbound
60,149,unbound
60,150,unbound
60,151,unbound
60,152,unbound
60,153,unbound
60,154,unbound
60,155,unbound
60,156,unbound
60,157,unbound
60,158,unbound
60,159,unbound
61,57,unbound
61,58,bound
61,59,bound
61,60,bound
61,61,bound
61,62,bound
61,63,bound
61,64,bound
61,65,bound
61,66,bound
61,67,bound
61,68,bound
61,69,bound
61,70,bound
61,71,bound
61,72,bound
61,73,bound
61,74,bound
61,75,bound
61,76,bound
61,77,bound
61,78,bound
61,79,bound
61,80,bound
61,81,bound
61,82,bound
61,83,bound
61,84,bound
61,85,bound
61,86,bound
61,87,bound
61,88,bound
61,89,bound
61,90,bound
61,91,bound
61,92,bound
61,93,bound
61,94,bound
61,95,bound
61,96,bound
61,97,bound
61,98,bound
61,99,bound
61,100,bound
61,101,bound
61,102,bound
61,103,bound
61,104,bound
61,105,bound
61,106,bound
61,107,bound
61,108,bound
61,109,bound
61,110,bound
61,111,bound
61,112,bound
61,113,bound
61,114,bound
61,115,bound
61,116,bound
61,117,bound
61,118,bound
61,119,bound
61,120,bound
61,121,bound
61,122,bound
61,123,bound
61,124,bound
61,125,bound
61,126,bound
61,127,unbound
61,128,bound
61,129,unbound
61,130,bound
61,131,unbound
61,132,bound
61,133,unbound
61,134,bound
61,135,unbound
61,136,bound
61,137,unbound
61,138,bound
61,139,unbound
61,140,bound
61,141,unbound
61,142,unbound
61,143,unbound
61,144,unbound
61,145,unbound
61,146,unbound
61,147,unbound
61,148,unbound
61,149,unbound
61,150,unbound
61,151,unbound
61,152,unbound
61,153,unbound
61,154,unbound
61,155,unbound
61,156,unbound
61,157,unbound
61,158,unbound
61,159,unbound
61,160,unbound
61,161,unbound
62,59,unbound
62,60,bound
62,61,bound
62,62,bound
62,63,bound
62,64,bound
62,65,bound
62,66,bound
62,67,bound
62,68,bound
62,69,bound
62,70,bound
62,71,bound
62,72,bound
62,73,bound
62,74,bound
62,75,bound
62,76,bound
62,77,bound
62,78,bound
62,79,bound
62,80,bound
62,81,bound
62,82,bound
62,83,bound
62,84,bound
62,85,bound
62,86,bound
62,87,bound
62,88,bound
62,89,bound
62,90,bound
62,91,bound
62,92,bound
62,93,bound
62,94,bound
62,95,bound
62,96,bound
62,97,bound
62,98,bound
62,99,bound
62,100,bound
62,101,bound
62,102,bound
62,103,bound
62,104,bound
62,105,bound
62,106,bound
62,107,bound
62,108,bound
62,109,bound
62,110,bound
62,111,bound
62,112,bound
62,113,bound
62,114,bound
62,115,bound
62,116,bound
62,117,bound
62,118,bound
62,119,bound
62,120,bound
62,121,bound
62,122,bound
62,123,bound
62,124,bound
62,125,bound
62,126,bound
62,127,unbound
62,128,bound
62,129,unbound
62,130,bound
62,131,unbound
62,132,bound
62,133,unbound
62,134,bound
62,135,unbound
62,136,bound
62,137,unbound
62,138,bound
62,139,unbound
62,140,bound
62,141,unbound
62,142,bound
62,143,unbound
62,144,bound
62,145,unbound
62,146,unbound
62,147,unbound
62,148,unbound
62,149,unbound
62,150,unbound
62,151,unbound
62,152,unbound
62,153,unbound
62,154,unbound
62,155,unbound
62,156,unbound
62,157,unbound
62,158,unbound
62,159,unbound
62,160,unbound
62,161,unbound
62,162,unbound
62,163,unbound
63,60,unbound
63,61,bound
63,62,bound
63,63,bound
63,64,bound
63,65,bound
63,66,bound
63,67,bound
63,68,bound
63,69,bound
63,70,bound
63,71,bound
63,72,bound
63,73,bound
63,74,bound
63,75,bound
63,76,bound
63,77,bound
63,78,bound
63,79,bound
63,80,bound
63,81,bound
63,82,bound
63,83,bound
63,84,bound
63,85,bound
63,86,bound
63,87,bound
63,88,bound
63,89,bound
63,90,bound
63,91,bound
63,92,bound
63,93,bound
63,94,bound
63,95,bound
63,96,bound
63,97,bound
63,98,bound
63,99,bound
63,100,bound
63,101,bound
63,102,bound
63,103,bound
63,104,bound
63,105,bound
63,106,bound
63,107,bound
63,108,bound
63,109,bound
