# ZZ,NN,Existence
63,110,bound
63,111,bound
63,112,bound
63,113,bound
63,114,bound
63,115,bound
63,116,bound
63,117,bound
63,118,bound
63,119,bound
63,120,bound
63,121,bound
63,122,bound
63,123,bound
63,124,bound
63,125,bound
63,126,bound
63,127,bound
63,128,bound
63,129,unbound
63,130,bound
63,131,bound
63,132,bound
63,133,bound
63,134,bound
63,135,bound
63,136,bound
63,137,bound
63,138,bound
63,139,unbound
63,140,bound
63,141,unbound
63,142,bound
63,143,unbound
63,144,bound
63,145,unbound
63,146,bound
63,147,unbound
63,148,unbound
63,149,unbound
63,150,unbound
63,151,unbound
63,152,unbound
63,153,unbound
63,154,unbound
63,155,unbound
63,156,unbound
63,157,unbound
63,158,unbound
63,159,unbound
63,160,unbound
63,161,unbound
63,162,unbound
63,163,unbound
63,164,unbound
63,165,unbound
63,166,unbound
64,62,unbound
64,63,bound
64,64,bound
64,65,bound
64,66,bound
64,67,bound
64,68,bound
64,69,bound
64,70,bound
64,71,bound
64,72,bound
64,73,bound
64,74,bound
64,75,bound
64,76,bound
64,77,bound
64,78,bound
64,79,bound
64,80,bound
64,81,bound
64,82,bound
64,83,bound
64,84,bound
64,85,bound
64,86,bound
64,87,bound
64,88,bound
64,89,bound
64,90,bound
64,91,bound
64,92,bound
64,93,bound
64,94,bound
64,95,bound
64,96,bound
64,97,bound
64,98,bound
64,99,bound
64,100,bound
64,101,bound
64,102,bound
64,103,bound
64,104,bound
64,105,bound
64,106,bound
64,107,bound
64,108,bound
64,109,bound
64,110,bound
64,111,bound
64,112,bound
64,113,bound
64,114,bound
64,115,bound
64,116,bound
64,117,bound
64,118,bound
64,119,bound
64,120,bound
64,121,bound
64,122,bound
64,123,bound
64,124,bound
64,125,bound
64,126,bound
64,127,bound
64,128,bound
64,129,unbound
64,130,bound
64,131,bound
64,132,bound
64,133,bound
64,134,bound
64,135,bound
64,136,bound
64,137,bound
64,138,bound
64,139,unbound
64,140,bound
64,141,unbound
64,142,bound
64,143,unbound
64,144,bound
64,145,unbound
64,146,bound
64,147,unbound
64,148,bound
64,149,unbound
64,150,unbound
64,151,unbound
64,152,unbound
64,153,unbound
64,154,unbound
64,155,unbound
64,156,unbound
64,157,unbound
64,158,unbound
64,159,unbound
64,160,unbound
64,161,unbound
64,162,unbound
64,163,unbound
64,164,unbound
64,165,unbound
64,166,unbound
64,167,unbound
64,168,unbound
65,63,unbound
65,64,bound
65,65,bound
65,66,bound
65,67,bound
65,68,bound
65,69,bound
65,70,bound
65,71,bound
65,72,bound
65,73,bound
65,74,bound
65,75,bound
65,76,bound
65,77,bound
65,78,bound
65,79,bound
65,80,bound
65,81,bound
65,82,bound
65,83,bound
65,84,bound
65,85,bound
65,86,bound
65,87,bound
65,88,bound
65,89,bound
65,90,bound
65,91,bound
65,92,bound
65,93,bound
65,94,bound
65,95,bound
65,96,bound
65,97,bound
65,98,bound
65,99,bound
65,100,bound
65,101,bound
65,102,bound
65,103,bound
65,104,bound
65,105,bound
65,106,bound
65,107,bound
65,108,bound
65,109,bound
65,110,bound
65,111,bound
65,112,bound
65,113,bound
65,114,bound
65,115,bound
65,116,bound
65,117,bound
65,118,bound
65,119,bound
65,120,bound
65,121,bound
65,122,bound
65,123,bound
65,124,bound
65,125,bound
65,126,bound
65,127,bound
65,128,bound
65,129,bound
65,130,bound
65,131,bound
65,132,bound
65,133,bound
65,134,bound
65,135,bound
65,136,bound
65,137,bound
65,138,bound
65,139,bound
65,140,bound
65,141,bound
65,142,bound
65,143,bound
65,144,bound
65,145,unbound
65,146,bound
65,147,unbound
65,148,bound
65,149,unbound
65,150,bound
65,151,unbound
65,152,unbound
65,153,unbound
65,154,unbound
65,155,unbound
65,156,unbound
65,157,unbound
65,158,unbound
65,159,unbound
65,160,unbound
65,161,unbound
65,162,unbound
65,163,unbound
65,164,unbound
65,165,unbound
65,166,unbound
65,167,unbound
65,168,unbound
65,169,unbound
65,170,unbound
65,171,unbound
66,64,unbound
66,65,bound
66,66,bound
66,67,bound
66,68,bound
66,69,bound
66,70,bound
66,71,bound
66,72,bound
66,73,bound
66,74,bound
66,75,bound
66,76,bound
66,77,bound
66,78,bound
66,79,bound
66,80,bound
66,81,bound
66,82,bound
66,83,bound
66,84,bound
66,85,bound
66,86,bound
66,87,bound
66,88,bound
66,89,bound
66,90,bound
66,91,bound
66,92,bound
66,93,bound
66,94,bound
66,95,bound
66,96,bound
66,97,bound
66,98,bound
66,99,bound
66,100,bound
66,101,bound
66,102,bound
66,103,bound
66,104,bound
66,105,bound
66,106,bound
66,107,bound
66,108,bound
66,109,bound
66,110,bound
66,111,bound
66,112,bound
66,113,bound
66,114,bound
66,115,bound
66,116,bound
66,117,bound
66,118,bound
66,119,bound
66,120,bound
66,121,bound
66,122,bound
66,123,bound
66,124,bound
66,125,bound
66,126,bound
66,127,bound
66,128,bound
66,129,bound
66,130,bound
66,131,bound
66,132,bound
66,133,bound
66,134,bound
66,135,bound
66,136,bound
66,137,bound
66,138,bound
66,139,bound
66,140,bound
66,141,bound
66,142,bound
66,143,bound
66,144,bound
66,145,unbound
66,146,bound
66,147,unbound
66,148,bound
66,149,unbound
66,150,bound
66,151,unbound
66,152,bound
66,153,unbound
66,154,unbound
66,155,unbound
66,156,unbound
66,157,unbound
66,158,unbound
66,159,unbound
66,160,unbound
66,161,unbound
66,162,unbound
66,163,unbound
66,164,unbound
66,165,unbound
66,166,unbound
66,167,unbound
66,168,unbound
66,169,unbound
66,170,unbound
66,171,unbound
66,172,unbound
66,173,unbound
67,65,unbound
67,66,bound
67,67,bound
67,68,bound
67,69,bound
67,70,bound
67,71,bound
67,72,bound
67,73,bound
67,74,bound
67,75,bound
67,76,bound
67,77,bound
67,78,bound
67,79,bound
67,80,bound
67,81,bound
67,82,bound
67,83,bound
67,84,bound
67,85,bound
67,86,bound
67,87,bound
67,88,bound
67,89,bound
67,90,bound
67,91,bound
67,92,bound
67,93,bound
67,94,bound
67,95,bound
67,96,bound
67,97,bound
67,98,bound
67,99,bound
67,100,bound
67,101,bound
67,102,bound
67,103,bound
67,104,bound
67,105,bound
67,106,bound
67,107,bound
67,108,bound
67,109,bound
67,110,bound
67,111,bound
67,112,bound
67,113,bound
67,114,bound
67,115,bound
67,116,bound
67,117,bound
67,118,bound
67,119,bound
67,120,bound
67,121,bound
67,122,bound
67,123,bound
67,124,bound
67,125,bound
67,126,bound
67,127,bound
67,128,bound
67,129,bound
67,130,bound
67,131,bound
67,132,bound
67,133,bound
67,134,bound
67,135,bound
67,136,bound
67,137,bound
67,138,bound
67,139,bound
67,140,bound
67,141,bound
67,142,bound
67,143,bound
67,144,bound
67,145,bound
67,146,bound
67,147,bound
67,148,bound
67,149,unbound
67,150,bound
67,151,unbound
67,152,bound
67,153,unbound
67,154,bound
67,155,unbound
67,156,unbound
67,157,unbound
67,158,unbound
67,159,unbound
67,160,unbound
67,161,unbound
67,162,unbound
67,163,unbound
67,164,unbound
67,165,unbound
67,166,unbound
67,167,unbound
67,168,unbound
67,169,unbound
67,170,unbound
67,171,unbound
67,172,unbound
67,173,unbound
67,174,unbound
67,175,unbound
68,67,unbound
68,68,bound
68,69,bound
68,70,bound
68,71,bound
68,72,bound
68,73,bound
68,74,bound
68,75,bound
68,76,bound
68,77,bound
68,78,bound
68,79,bound
68,80,bound
68,81,bound
68,82,bound
68,83,bound
68,84,bound
68,85,bound
68,86,bound
68,87,bound
68,88,bound
68,89,bound
68,90,bound
68,91,bound
68,92,bound
68,93,bound
68,94,bound
68,95,bound
68,96,bound
68,97,bound
68,98,bound
68,99,bound
68,100,bound
68,101,bound
68,102,bound
68,103,bound
68,104,bound
68,105,bound
68,106,bound
68,107,bound
68,108,bound
68,109,bound
68,110,bound
68,111,bound
68,112,bound
68,113,bound
68,114,bound
68,115,bound
68,116,bound
68,117,bound
68,118,bound
68,119,bound
68,120,bound
68,121,bound
68,122,bound
68,123,bound
68,124,bound
68,125,bound
68,126,bound
68,127,bound
68,128,bound
68,129,bound
68,130,bound
68,131,bound
68,132,bound
68,133,bound
68,134,bound
68,135,bound
68,136,bound
68,137,bound
68,138,bound
68,139,bound
68,140,bound
68,141,bound
68,142,bound
68,143,bound
68,144,bound
68,145,bound
68,146,bound
68,147,bound
68,148,bound
68,149,unbound
68,150,bound
68,151,unbound
68,152,bound
68,153,unbound
68,154,bound
68,155,unbound
68,156,bound
68,157,unbound
68,158,unbound
68,159,unbound
68,160,unbound
68,161,unbound
68,162,unbound
68,163,unbound
68,164,unbound
68,165,unbound
68,166,unbound
68,167,unbound
68,168,unbound
68,169,unbound
68,170,unbound
68,171,unbound
68,172,unbound
68,173,unbound
68,174,unbound
68,175,unbound
68,176,unbound
68,177,unbound
68,178,unbound
69,68,unbound
69,69,bound
69,70,bound
69,71,bound
69,72,bound
69,73,bound
69,74,bound
69,75,bound
69,76,bound
69,77,bound
69,78,bound
69,79,bound
69,80,bound
69,81,bound
69,82,bound
69,83,bound
69,84,bound
69,85,bound
69,86,bound
69,87,bound
69,88,bound
69,89,bound
69,90,bound
69,91,bound
69,92,bound
69,93,bound
69,94,bound
69,95,bound
69,96,bound
69,97,bound
69,98,bound
69,99,bound
69,100,bound
69,101,bound
69,102,bound
69,103,bound
69,104,bound
69,105,bound
69,106,bound
69,107,bound
69,108,bound
69,109,bound
69,110,bound
69,111,bound
69,112,bound
69,113,bound
69,114,bound
69,115,bound
69,116,bound
69,117,bound
69,118,bound
69,119,bound
69,120,bound
69,121,bound
69,122,bound
69,123,bound
69,124,bound
69,125,bound
69,126,bound
69,127,bound
69,128,bound
69,129,bound
69,130,bound
69,131,bound
69,132,bound
69,133,bound
69,134,bound
69,135,bound
69,136,bound
69,137,bound
69,138,bound
69,139,bound
69,140,bound
69,141,bound
69,142,bound
69,143,bound
69,144,bound
69,145,bound
69,146,bound
69,147,bound
69,148,bound
69,149,bound
69,150,bound
69,151,bound
69,152,bound
69,153,unbound
69,154,bound
69,155,unbound
69,156,bound
69,157,unbound
69,158,bound
69,159,unbound
69,160,unbound
69,161,unbound
69,162,unbound
69,163,unbound
69,164,unbound
69,165,unbound
69,166,unbound
69,167,unbound
69,168,unbound
69,169,unbound
69,170,unbound
69,171,unbound
69,172,unbound
69,173,unbound
69,174,unbound
69,175,unbound
69,176,unbound
69,177,unbound
69,178,unbound
69,179,unbound
69,180,unbound
70,69,unbound
70,70,bound
70,71,bound
70,72,bound
70,73,bound
70,74,bound
70,75,bound
70,76,bound
70,77,bound
70,78,bound
70,79,bound
70,80,bound
70,81,bound
70,82,bound
70,83,bound
70,84,bound
70,85,bound
70,86,bound
70,87,bound
70,88,bound
70,89,bound
70,90,bound
70,91,bound
70,92,bound
70,93,bound
70,94,bound
70,95,bound
70,96,bound
70,97,bound
70,98,bound
70,99,bound
70,100,bound
70,101,bound
70,102,bound
70,103,bound
70,104,bound
70,105,bound
70,106,bound
70,107,bound
70,108,bound
70,109,bound
70,110,bound
70,111,bound
70,112,bound
70,113,bound
70,114,bound
70,115,bound
70,116,bound
70,117,bound
70,118,bound
70,119,bound
70,120,bound
70,121,bound
70,122,bound
70,123,bound
70,124,bound
70,125,bound
70,126,bound
70,127,bound
70,128,bound
70,129,bound
70,130,bound
70,131,bound
70,132,bound
70,133,bound
70,134,bound
70,135,bound
70,136,bound
70,137,bound
70,138,bound
70,139,bound
70,140,bound
70,141,bound
70,142,bound
70,143,bound
70,144,bound
70,145,bound
70,146,bound
70,147,bound
70,148,bound
70,149,bound
70,150,bound
70,151,bound
70,152,bound
70,153,unbound
70,154,bound
70,155,unbound
70,156,bound
70,157,unbound
70,158,bound
70,159,unbound
70,160,bound
70,161,unbound
70,162,unbound
70,163,unbound
70,164,unbound
70,165,unbound
70,166,unbound
70,167,unbound
70,168,unbound
70,169,unbound
70,170,unbound
70,171,unbound
70,172,bound
70,173,unbound
70,174,unbound
70,175,unbound
70,176,unbound
70,177,unbound
70,178,unbound
70,179,unbound
70,180,unbound
70,181,unbound
70,182,unbound
71,71,unbound
71,72,bound
71,73,bound
71,74,bound
71,75,bound
71,76,bound
71,77,bound
71,78,bound
71,79,bound
71,80,bound
71,81,bound
71,82,bound
71,83,bound
71,84,bound
71,85,bound
71,86,bound
71,87,bound
71,88,bound
71,89,bound
71,90,bound
71,91,bound
71,92,bound
71,93,bound
71,94,bound
71,95,bound
71,96,bound
71,97,bound
71,98,bound
71,99,bound
71,100,bound
71,101,bound
71,102,bound
71,103,bound
71,104,bound
71,105,bound
71,106,bound
71,107,bound
71,108,bound
71,109,bound
71,110,bound
71,111,bound
71,112,bound
71,113,bound
71,114,bound
71,115,bound
71,116,bound
71,117,bound
71,118,bound
71,119,bound
71,120,bound
71,121,bound
71,122,bound
71,123,bound
71,124,bound
71,125,bound
71,126,bound
71,127,bound
71,128,bound
71,129,bound
71,130,bound
71,131,bound
71,132,bound
71,133,bound
71,134,bound
71,135,bound
71,136,bound
71,137,bound
71,138,bound
71,139,bound
71,140,bound
71,141,bound
71,142,bound
71,143,bound
71,144,bound
71,145,bound
71,146,bound
71,147,bound
71,148,bound
71,149,bound
71,150,bound
71,151,bound
71,152,bound
71,153,bound
71,154,bound
71,155,bound
71,156,bound
71,157,unbound
71,158,bound
71,159,unbound
71,160,bound
71,161,unbound
71,162,bound
71,163,unbound
71,164,unbound
71,165,unbound
71,166,unbound
71,167,unbound
71,168,unbound
71,169,unbound
71,170,unbound
71,171,unbound
71,172,bound
71,173,unbound
71,174,unbound
71,175,unbound
71,176,unbound
71,177,unbound
71,178,unbound
71,179,unbound
71,180,unbound
71,181,unbound
71,182,unbound
71,183,unbound
71,184,unbound
71,185,unbound
72,72,unbound
72,73,bound
72,74,bound
72,75,bound
72,76,bound
72,77,bound
72,78,bound
72,79,bound
72,80,bound
72,81,bound
72,82,bound
72,83,bound
72,84,bound
72,85,bound
72,86,bound
72,87,bound
72,88,bound
72,89,bound
72,90,bound
72,91,bound
72,92,bound
72,93,bound
72,94,bound
72,95,bound
72,96,bound
72,97,bound
72,98,bound
72,99,bound
72,100,bound
72,101,bound
72,102,bound
72,103,bound
72,104,bound
72,105,bound
72,106,bound
72,107,bound
72,108,bound
72,109,bound
72,110,bound
72,111,bound
72,112,bound
72,113,bound
72,114,bound
72,115,bound
72,116,bound
72,117,bound
72,118,bound
72,119,bound
72,120,bound
72,121,bound
72,122,bound
72,123,bound
72,124,bound
72,125,bound
72,126,bound
72,127,bound
72,128,bound
72,129,bound
72,130,bound
72,131,bound
72,132,bound
72,133,bound
72,134,bound
72,135,bound
72,136,bound
72,137,bound
72,138,bound
72,139,bound
72,140,bound
72,141,bound
72,142,bound
72,143,bound
72,144,bound
72,145,bound
72,146,bound
72,147,bound
72,148,bound
72,149,bound
72,150,bound
72,151,bound
72,152,bound
72,153,bound
72,154,bound
72,155,bound
72,156,bound
72,157,unbound
72,158,bound
72,159,unbound
72,160,bound
72,161,unbound
72,162,bound
72,163,unbound
72,164,bound
72,165,unbound
72,166,unbound
72,167,unbound
72,168,unbound
72,169,unbound
72,170,bound
72,171,unbound
72,172,bound
72,173,unbound
72,174,unbound
72,175,unbound
72,176,unbound
72,177,unbound
72,178,unbound
72,179,unbound
72,180,unbound
72,181,unbound
72,182,unbound
72,183,unbound
72,184,unbound
72,185,unbound
73,74,unbound
73,75,bound
73,76,bound
73,77,bound
73,78,bound
73,79,bound
73,80,bound
73,81,bound
73,82,bound
73,83,bound
73,84,bound
73,85,bound
73,86,bound
73,87,bound
73,88,bound
73,89,bound
73,90,bound
73,91,bound
73,92,bound
73,93,bound
73,94,bound
73,95,bound
73,96,bound
73,97,bound
73,98,bound
73,99,bound
73,100,bound
73,101,bound
73,102,bound
73,103,bound
73,104,bound
73,105,bound
73,106,bound
73,107,bound
73,108,bound
73,109,bound
73,110,bound
73,111,bound
73,112,bound
73,113,bound
73,114,bound
73,115,bound
73,116,bound
73,117,bound
73,118,bound
73,119,bound
73,120,bound
73,121,bound
73,122,bound
73,123,bound
73,124,bound
73,125,bound
73,126,bound
73,127,bound
73,128,bound
73,129,bound
73,130,bound
73,131,bound
73,132,bound
73,133,bound
73,134,bound
73,135,bound
73,136,bound
73,137,bound
73,138,bound
73,139,bound
73,140,bound
73,141,bound
73,142,bound
73,143,bound
73,144,bound
73,145,bound
73,146,bound
73,147,bound
73,148,bound
73,149,bound
73,150,bound
73,151,bound
73,152,bound
73,153,bound
73,154,bound
73,155,bound
73,156,bound
73,157,bound
73,158,bound
73,159,bound
73,160,bound
73,161,bound
73,162,bound
73,163,unbound
73,164,bound
73,165,unbound
73,166,bound
73,167,unbound
73,168,unbound
73,169,unbound
73,170,bound
73,171,unbound
73,172,bound
73,173,unbound
73,174,bound
73,175,unbound
73,176,unbound
73,177,unbound
73,178,unbound
73,179,unbound
73,180,unbound
73,181,unbound
73,182,unbound
73,183,unbound
73,184,unbound
73,185,unbound
73,190,unbound
74,75,unbound
74,76,bound
74,77,bound
74,78,bound
74,79,bound
74,80,bound
74,81,bound
74,82,bound
74,83,bound
74,84,bound
74,85,bound
74,86,bound
74,87,bound
74,88,bound
74,89,bound
74,90,bound
74,91,bound
74,92,bound
74,93,bound
74,94,bound
74,95,bound
74,96,bound
74,97,bound
74,98,bound
74,99,bound
74,100,bound
74,101,bound
74,102,bound
74,103,bound
74,104,bound
74,105,bound
74,106,bound
74,107,bound
74,108,bound
74,109,bound
74,110,bound
74,111,bound
74,112,bound
74,113,bound
74,114,bound
74,115,bound
74,116,bound
74,117,bound
74,118,bound
74,119,bound
74,120,bound
74,121,bound
74,122,bound
74,123,bound
74,124,bound
74,125,bound
74,126,bound
74,127,bound
74,128,bound
74,129,bound
74,130,bound
74,131,bound
74,132,bound
74,133,bound
74,134,bound
74,135,bound
74,136,bound
74,137,bound
74,138,bound
74,139,bound
74,140,bound
74,141,bound
74,142,bound
74,143,bound
74,144,bound
74,145,bound
74,146,bound
74,147,bound
74,148,bound
74,149,bound
74,150,bound
74,151,bound
74,152,bound
74,153,bound
74,154,bound
74,155,bound
74,156,bound
74,157,bound
74,158,bound
74,159,bound
74,160,bound
74,161,unbound
74,162,bound
74,163,unbound
74,164,bound
74,165,unbound
74,166,bound
74,167,unbound
74,168,bound
74,169,unbound
74,170,bound
74,171,unbound
74,172,bound
74,173,unbound
74,174,bound
74,175,unbound
74,176,unbound
74,177,unbound
74,178,unbound
74,179,unbound
74,180,unbound
74,181,unbound
74,182,unbound
74,183,unbound
74,184,unbound
74,185,unbound
74,186,unbound
74,187,unbound
74,188,unbound
74,189,unbound
74,190,unbound
74,191,unbound
74,192,unbound
75,77,unbound
75,78,bound
75,79,bound
75,80,bound
75,81,bound
75,82,bound
75,83,bound
75,84,bound
75,85,bound
75,86,bound
75,87,bound
75,88,bound
75,89,bound
75,90,bound
75,91,bound
75,92,bound
75,93,bound
75,94,bound
75,95,bound
75,96,bound
75,97,bound
75,98,bound
75,99,bound
75,100,bound
75,101,bound
75,102,bound
75,103,bound
75,104,bound
75,105,bound
75,106,bound
75,107,bound
75,108,bound
75,109,bound
75,110,bound
75,111,bound
75,112,bound
75,113,bound
75,114,bound
75,115,bound
75,116,bound
75,117,bound
75,118,bound
75,119,bound
75,120,bound
75,121,bound
75,122,bound
75,123,bound
75,124,bound
75,125,bound
75,126,bound
75,127,bound
75,128,bound
75,129,bound
75,130,bound
75,131,bound
75,132,bound
75,133,bound
75,134,bound
75,135,bound
75,136,bound
75,137,bound
75,138,bound
75,139,bound
75,140,bound
75,141,bound
75,142,bound
75,143,bound
75,144,bound
75,145,bound
75,146,bound
75,147,bound
75,148,bound
75,149,bound
75,150,bound
75,151,bound
75,152,bound
75,153,bound
75,154,bound
75,155,bound
75,156,bound
75,157,bound
75,158,bound
75,159,bound
75,160,bound
75,161,bound
75,162,bound
75,163,bound
75,164,bound
75,165,unbound
75,166,bound
75,167,unbound
75,168,bound
75,169,bound
75,170,bound
75,171,bound
75,172,bound
75,173,bound
75,174,bound
75,175,unbound
75,176,unbound
75,177,unbound
75,178,unbound
75,179,unbound
75,180,unbound
75,181,unbound
75,182,unbound
75,183,unbound
75,184,unbound
75,185,unbound
75,188,unbound
75,189,unbound
75,190,unbound
75,191,unbound
75,192,unbound
75,193,unbound
75,194,unbound
76,78,unbound
76,79,bound
76,80,bound
76,81,bound
76,82,bound
76,83,bound
76,84,bound
76,85,bound
76,86,bound
76,87,bound
76,88,bound
76,89,bound
76,90,bound
76,91,bound
76,92,bound
76,93,bound
76,94,bound
76,95,bound
76,96,bound
76,97,bound
76,98,bound
76,99,bound
76,100,bound
76,101,bound
76,102,bound
76,103,bound
76,104,bound
76,105,bound
76,106,bound
76,107,bound
76,108,bound
76,109,bound
76,110,bound
76,111,bound
76,112,bound
76,113,bound
76,114,bound
76,115,bound
76,116,bound
76,117,bound
76,118,bound
76,119,bound
76,120,bound
76,121,bound
76,122,bound
76,123,bound
76,124,bound
76,125,bound
76,126,bound
76,127,bound
76,128,bound
76,129,bound
76,130,bound
76,131,bound
76,132,bound
76,133,bound
76,134,bound
76,135,bound
76,136,bound
76,137,bound
76,138,bound
76,139,bound
76,140,bound
76,141,bound
76,142,bound
76,143,bound
76,144,bound
76,145,bound
76,146,bound
76,147,bound
76,148,bound
76,149,bound
76,150,bound
76,151,bound
76,152,bound
76,153,bound
76,154,bound
76,155,bound
76,156,bound
76,157,bound
76,158,bound
76,159,bound
76,160,bound
76,161,bound
76,162,bound
76,163,bound
76,164,bound
76,165,bound
76,166,bound
76,167,unbound
76,168,bound
76,169,bound
76,170,bound
76,171,bound
76,172,bound
76,173,bound
76,174,bound
76,175,unbound
76,176,bound
76,177,unbound
76,178,unbound
76,179,unbound
76,180,unbound
76,181,unbound
76,182,unbound
76,183,unbound
76,184,unbound
76,185,unbound
76,186,unbound
76,187,unbound
76,188,unbound
76,189,unbound
76,190,unbound
76,191,unbound
76,192,unbound
76,193,unbound
76,194,unbound
76,195,unbound
76,196,unbound
76,197,unbound
77,80,unbound
77,81,bound
77,82,bound
77,83,bound
77,84,bound
77,85,bound
77,86,bound
77,87,bound
77,88,bound
77,89,bound
77,90,bound
77,91,bound
77,92,bound
77,93,bound
77,94,bound
77,95,bound
77,96,bound
77,97,bound
77,98,bound
77,99,bound
77,100,bound
77,101,bound
77,102,bound
77,103,bound
77,104,bound
77,105,bound
77,106,bound
77,107,bound
77,108,bound
77,109,bound
77,110,bound
77,111,bound
77,112,bound
77,113,bound
77,114,bound
77,115,bound
77,116,bound
77,117,bound
77,118,bound
77,119,bound
77,120,bound
77,121,bound
77,122,bound
77,123,bound
77,124,bound
77,125,bound
77,126,bound
77,127,bound
77,128,bound
77,129,bound
77,130,bound
77,131,bound
77,132,bound
77,133,bound
77,134,bound
77,135,bound
77,136,bound
77,137,bound
77,138,bound
77,139,bound
77,140,bound
77,141,bound
77,142,bound
77,143,bound
77,144,bound
77,145,bound
77,146,bound
77,147,bound
77,148,bound
77,149,bound
77,150,bound
77,151,bound
77,152,bound
77,153,bound
77,154,bound
77,155,bound
77,156,bound
77,157,bound
77,158,bound
77,159,bound
77,160,bound
77,161,bound
77,162,bound
77,163,bound
77,164,bound
77,165,bound
77,166,bound
77,167,bound
77,168,bound
77,169,bound
77,170,bound
77,171,bound
77,172,bound
77,173,bound
77,174,bound
77,175,unbound
77,176,bound
77,177,unbound
77,178,bound
77,179,unbound
77,180,unbound
77,181,unbound
77,182,unbound
77,183,unbound
77,184,unbound
77,185,unbound
77,186,unbound
77,187,unbound
77,188,unbound
77,189,unbound
77,190,unbound
77,191,unbound
77,192,unbound
77,193,unbound
77,194,unbound
77,195,unbound
77,196,unbound
77,197,unbound
77,198,unbound
77,199,unbound
78,81,unbound
78,82,bound
78,83,bound
78,84,bound
78,85,bound
78,86,bound
78,87,bound
78,88,bound
78,89,bound
78,90,bound
78,91,bound
78,92,bound
78,93,bound
78,94,bound
78,95,bound
78,96,bound
78,97,bound
78,98,bound
78,99,bound
78,100,bound
78,101,bound
78,102,bound
78,103,bound
78,104,bound
78,105,bound
78,106,bound
78,107,bound
78,108,bound
78,109,bound
78,110,bound
78,111,bound
78,112,bound
78,113,bound
78,114,bound
78,115,bound
78,116,bound
78,117,bound
78,118,bound
78,119,bound
78,120,bound
78,121,bound
78,122,bound
78,123,bound
78,124,bound
78,125,bound
78,126,bound
78,127,bound
78,128,bound
78,129,bound
78,130,bound
78,131,bound
78,132,bound
78,133,bound
78,134,bound
78,135,bound
78,136,bound
78,137,bound
78,138,bound
78,139,bound
78,140,bound
78,141,bound
78,142,bound
78,143,bound
78,144,bound
78,145,bound
78,146,bound
78,147,bound
78,148,bound
78,149,bound
78,150,bound
78,151,bound
78,152,bound
78,153,bound
78,154,bound
78,155,bound
78,156,bound
78,157,bound
78,158,bound
78,159,bound
78,160,bound
78,161,bound
78,162,bound
78,163,bound
78,164,bound
78,165,bound
78,166,bound
78,167,bound
78,168,bound
78,169,bound
78,170,bound
78,171,bound
78,172,bound
78,173,bound
78,174,bound
78,175,unbound
78,176,bound
78,177,unbound
78,178,bound
78,179,unbound
78,180,bound
78,181,unbound
78,182,unbound
78,183,unbound
78,184,unbound
78,185,unbound
78,186,unbound
78,187,unbound
78,188,unbound
78,189,unbound
78,190,unbound
78,191,unbound
78,192,unbound
78,193,unbound
78,194,unbound
78,195,unbound
78,196,unbound
78,197,unbound
78,198,unbound
78,199,unbound
78,200,unbound
79,82,unbound
79,83,bound
79,84,bound
79,85,bound
79,86,bound
79,87,bound
79,88,bound
79,89,bound
79,90,bound
79,91,bound
79,92,bound
79,93,bound
79,94,bound
79,95,bound
79,96,bound
79,97,bound
79,98,bound
79,99,bound
79,100,bound
79,101,bound
79,102,bound
79,103,bound
79,104,bound
79,105,bound
79,106,bound
79,107,bound
79,108,bound
79,109,bound
79,110,bound
79,111,bound
79,112,bound
79,113,bound
79,114,bound
79,115,bound
79,116,bound
79,117,bound
79,118,bound
79,119,bound
79,120,bound
79,121,bound
79,122,bound
79,123,bound
79,124,bound
79,125,bound
79,126,bound
79,127,bound
79,128,bound
79,129,bound
79,130,bound
79,131,bound
79,132,bound
79,133,bound
79,134,bound
79,135,bound
79,136,bound
79,137,bound
79,138,bound
79,139,bound
79,140,bound
79,141,bound
79,142,bound
79,143,bound
79,144,bound
79,145,bound
79,146,bound
79,147,bound
79,148,bound
79,149,bound
79,150,bound
79,151,bound
79,152,bound
79,153,bound
79,154,bound
79,155,bound
79,156,bound
79,157,bound
79,158,bound
79,159,bound
79,160,bound
79,161,bound
79,162,bound
79,163,bound
79,164,bound
79,165,bound
79,166,bound
79,167,bound
79,168,bound
79,169,bound
79,170,bound
79,171,bound
79,172,bound
79,173,bound
79,174,bound
79,175,bound
79,176,bound
79,177,unbound
79,178,bound
79,179,unbound
79,180,bound
79,181,unbound
79,182,bound
79,183,unbound
79,184,unbound
79,185,unbound
79,186,unbound
79,187,unbound
79,188,unbound
79,189,unbound
79,190,unbound
79,191,unbound
79,192,unbound
79,193,unbound
79,194,unbound
79,195,unbound
79,196,unbound
79,197,unbound
79,198,unbound
79,199,unbound
79,200,unbound
80,84,unbound
80,85,bound
80,86,bound
80,87,bound
80,88,bound
80,89,bound
80,90,bound
80,91,bound
80,92,bound
80,93,bound
80,94,bound
80,95,bound
80,96,bound
80,97,bound
80,98,bound
80,99,bound
80,100,bound
80,101,bound
80,102,bound
80,103,bound
80,104,bound
80,105,bound
80,106,bound
80,107,bound
80,108,bound
80,109,bound
80,110,bound
80,111,bound
80,112,bound
80,113,bound
80,114,bound
80,115,bound
80,116,bound
80,117,bound
80,118,bound
80,119,bound
80,120,bound
80,121,bound
80,122,bound
80,123,bound
80,124,bound
80,125,bound
80,126,bound
80,127,bound
80,128,bound
80,129,bound
80,130,bound
80,131,bound
80,132,bound
80,133,bound
